German,English,Score,SucceedSession,Succeed,TrySession,Retry
der Salat,the salad,3,FALSE,FALSE,FALSE,01/01/2022
der Sekretär,the secretary,3,FALSE,FALSE,FALSE,01/01/2022
die Socken,the socks,3,FALSE,FALSE,FALSE,01/01/2022
der Spinat,the spinach,3,FALSE,FALSE,FALSE,01/01/2022
die Briefmarke,the stamp,3,FALSE,FALSE,FALSE,01/01/2022
der Fernseher,the television,3,FALSE,FALSE,FALSE,01/01/2022
die Toilette,the toilet,3,FALSE,FALSE,FALSE,01/01/2022
das Turnier,the tournament,3,TRUE,FALSE,TRUE,01/01/2022
der Käse,the cheese,3,FALSE,FALSE,TRUE,01/01/2022
der Ingenieur,the engineer,3,FALSE,FALSE,FALSE,01/01/2022
der Baum,the tree,3,FALSE,FALSE,FALSE,01/01/2022
der Ventilator,the ventilator,3,TRUE,FALSE,TRUE,01/01/2022
das Fenster,the window,3,FALSE,FALSE,FALSE,01/01/2022
das Mädchen,the girl,3,FALSE,FALSE,TRUE,01/01/2022
der Joghurt,the yoghurt,3,FALSE,FALSE,FALSE,01/01/2022
Englisch,English,3,FALSE,FALSE,FALSE,01/01/2022
glauben,to believe,3,FALSE,FALSE,FALSE,01/01/2022
sich erkälten,to catch a cold,3,FALSE,FALSE,FALSE,01/01/2022
korrigieren,to correct,3,FALSE,FALSE,FALSE,01/01/2022
das Café,the café,3,FALSE,FALSE,FALSE,01/01/2022
deklinieren,to decline,3,FALSE,FALSE,FALSE,01/01/2022
morgen,tomorrow,3,FALSE,FALSE,FALSE,01/01/2022
entschuldigung,excuse-me,3,FALSE,FALSE,FALSE,01/01/2022
hören,to listen,3,FALSE,FALSE,FALSE,01/01/2022
leben,to live,3,TRUE,FALSE,TRUE,01/01/2022
verlieren,to lose,3,FALSE,FALSE,FALSE,01/01/2022
das Boot,the boat,3,FALSE,FALSE,FALSE,01/01/2022
sehen,to see,3,FALSE,FALSE,FALSE,01/01/2022
rauchen,to smoke,3,FALSE,FALSE,FALSE,01/01/2022
überraschen,to surprise,3,FALSE,FALSE,FALSE,01/01/2022
nehmen,to take,3,FALSE,FALSE,FALSE,01/01/2022
vergessen,to forget,3,FALSE,FALSE,FALSE,01/01/2022
genau,I agree,3,FALSE,FALSE,FALSE,01/01/2022
übermorgen,the day after tomorrow,3,FALSE,FALSE,FALSE,01/01/2022
der Opa,the grandpa,3,FALSE,FALSE,FALSE,01/01/2022
das Lotto,the lottery,3,FALSE,FALSE,FALSE,01/01/2022
