id_vocab,german,english,score,succeed_session,succeed,try_session,retry
80,denken,to think,0,False,False,False,2022-01-01
81,der Apfel,the apple,0,False,False,False,2022-01-01
82,der Arkitekt,the architect,0,False,False,False,2022-01-01
83,der Arm,the arm,0,False,False,False,2022-01-01
84,der Arzt,the doctor,0,False,False,False,2022-01-01
85,der Aufgabe,the task,0,False,False,False,2022-01-01
86,der Bär,the bear,0,False,False,False,2022-01-01
87,der Berg,the mountain,0,False,False,False,2022-01-01
88,der Bruder,the brother,0,False,False,False,2022-01-01
89,der Computer,the computer,0,False,False,False,2022-01-01
90,der Ei,the egg,0,False,False,False,2022-01-01
91,der Elefant,the elephant,0,False,False,False,2022-01-01
92,der Enkel,the grand-son,0,False,False,False,2022-01-01
93,der Fisch,the fish,0,False,False,False,2022-01-01
94,der Fluss,the river,0,False,False,False,2022-01-01
95,der Freund,the boyfriend,0,False,False,False,2022-01-01
96,der Friseur,the hairdresser,0,False,False,False,2022-01-01
97,der Fuss,the foot,0,False,False,False,2022-01-01
98,der Fussball,the football,0,False,False,False,2022-01-01
99,der Geist,the ghost,0,False,False,False,2022-01-01
100,der Grossvater,the grand-father,0,False,False,False,2022-01-01
101,der Hals,the neck,0,False,False,False,2022-01-01
102,der Herbst,the autumn,0,False,False,False,2022-01-01
103,der Himmel,the sky,0,False,False,False,2022-01-01
104,der Historiker,the historian,0,False,False,False,2022-01-01
105,der Hund,the dog,0,False,False,False,2022-01-01
106,der Journalist,the journalist,0,False,False,False,2022-01-01
107,der Junge,the boy,0,False,False,False,2022-01-01
108,der Kalender,the calendar,0,False,False,False,2022-01-01
109,der Käse,the cheese,0,False,False,False,2022-01-01
110,der Kellner,the waiter,0,False,False,False,2022-01-01
111,der Köchenchef,the cook,0,False,False,False,2022-01-01
112,der Köfer,the cockroach,0,False,False,False,2022-01-01
113,der Konflikt,the conflict,0,False,False,False,2022-01-01
114,der Kopf,the head,0,False,False,False,2022-01-01
115,der Körper,the body,0,False,False,False,2022-01-01
116,der Kühlschrank,the fridge,0,False,False,False,2022-01-01
117,der Kunststoff,the plastic,0,False,False,False,2022-01-01
118,der Laptop,the laptop,0,False,False,False,2022-01-01
119,der Lehrer,the teacher,0,False,False,False,2022-01-01
120,der Leopard,the leopard,0,False,False,False,2022-01-01
121,der Löwe,the lion,0,False,False,False,2022-01-01
122,der Maler,the painter,0,False,False,False,2022-01-01
123,der Mann,the man,0,False,False,False,2022-01-01
124,der Mantel,the coat,0,False,False,False,2022-01-01
125,der Mechatroniker,the mechanic,0,False,False,False,2022-01-01
126,der Mensch,the human,0,False,False,False,2022-01-01
127,der Nachmittag,the afternoon,0,False,False,False,2022-01-01
128,der Opa,the grandpa,0,False,False,False,2022-01-01
129,der Orangensaft,the orange juice,0,False,False,False,2022-01-01
130,der Partner,the partner,0,False,False,False,2022-01-01
131,der Praktikant,the intern,0,False,False,False,2022-01-01
132,der Prinz,the prince,0,False,False,False,2022-01-01
133,der Pullover,the pull-over,0,False,False,False,2022-01-01
134,der Regenschirm,the umbrella,0,False,False,False,2022-01-01
135,der Reis,the rice,0,False,False,False,2022-01-01
136,der Schauspieler,the actor,0,False,False,False,2022-01-01
137,der Schlüssel,the key,0,False,False,False,2022-01-01
138,der Seher,the seer,0,False,False,False,2022-01-01
139,der Sekretär,the secretary,0,False,False,False,2022-01-01
140,der Sohn,the son,0,False,False,False,2022-01-01
141,der Sommer,the summer,0,False,False,False,2022-01-01
142,der Statistiker,the statistician,0,False,False,False,2022-01-01
143,der Stern,the star,0,False,False,False,2022-01-01
144,der Student,the student,0,False,False,False,2022-01-01
145,der Stuhl,the chair,0,False,False,False,2022-01-01
146,der Tee,the tea,0,False,False,False,2022-01-01
147,der Teppich,the carpet,0,False,False,False,2022-01-01
148,der Tiger,the tiger,0,False,False,False,2022-01-01
149,der Vater,the father,0,False,False,False,2022-01-01
150,der Veteran,the veteran,0,False,False,False,2022-01-01
151,der Vogel,the bird,0,False,False,False,2022-01-01
152,der Wald,the forest,0,False,False,False,2022-01-01
153,der Wein,the wine,0,False,False,False,2022-01-01
154,der Winter,the winter,0,False,False,False,2022-01-01
155,der Wurst,the sausage,0,False,False,False,2022-01-01
156,der Zucker,the sugar,0,False,False,False,2022-01-01
157,der Zug,the train,0,False,False,False,2022-01-01
158,Deutsch,German,0,False,False,False,2022-01-01
159,Deutschland,Germany,0,False,False,False,2022-01-01
160,Dezember,December,0,False,False,False,2022-01-01
161,die Angst,the fear,0,False,False,False,2022-01-01
162,die Antwort,the answer,0,False,False,False,2022-01-01
163,die Aussage,the statement,0,False,False,False,2022-01-01
164,die Banane,the banana,0,False,False,False,2022-01-01
165,die Bibliothek,the library,0,False,False,False,2022-01-01
166,die Blume,the flower,0,False,False,False,2022-01-01
167,die Bluse,the blouse,0,False,False,False,2022-01-01
168,die Chemie,the chemistry,0,False,False,False,2022-01-01
169,die Couch,the couch,0,False,False,False,2022-01-01
170,die Dinge,the thing,0,False,False,False,2022-01-01
171,die Ehefrau,the wife,0,False,False,False,2022-01-01
172,die Enkelin,the grand-daughter,0,False,False,False,2022-01-01
173,die Ente,the duck,0,False,False,False,2022-01-01
174,die Farbe,the color,0,False,False,False,2022-01-01
175,die Ferien,the holidays,0,False,False,False,2022-01-01
176,die Flagge,the flag,0,False,False,False,2022-01-01
177,die Flasche,the bottle,0,False,False,False,2022-01-01
178,die Fliege,the fly,0,False,False,False,2022-01-01
179,die Fotografie,the photography,0,False,False,False,2022-01-01
180,die Frage,the question,0,False,False,False,2022-01-01
181,die Frau,the woman,0,False,False,False,2022-01-01
182,die Freundin,the girlfriend,0,False,False,False,2022-01-01
183,die Garage,the garage,0,False,False,False,2022-01-01
184,die Gewinnzahl,the winning number,0,False,False,False,2022-01-01
185,die Grossmutter,the grand-mother,0,False,False,False,2022-01-01
186,die Gruppe,the group,0,False,False,False,2022-01-01
187,die Hexe,the witch,0,False,False,False,2022-01-01
188,die Himbeere,the raspberry,0,False,False,False,2022-01-01
189,die Hose,the pants,0,False,False,False,2022-01-01
190,die Identität,the identity,0,False,False,False,2022-01-01
191,die Jacke,the jacket,0,False,False,False,2022-01-01
192,die Jugend,the youth,0,False,False,False,2022-01-01
193,die Kartoffel,the potato,0,False,False,False,2022-01-01
194,die Katze,the cat,0,False,False,False,2022-01-01
195,die Kirche,the church,0,False,False,False,2022-01-01
196,die Kosmetik,the make-up,0,False,False,False,2022-01-01
197,die Küche,the kitchen,0,False,False,False,2022-01-01
198,die Kuh,the cow,0,False,False,False,2022-01-01
199,die Kumquat,the kumquat,0,False,False,False,2022-01-01
200,die Lampe,the lamp,0,False,False,False,2022-01-01
201,die Maus,the mouse,0,False,False,False,2022-01-01
202,die Milch,the milk,0,False,False,False,2022-01-01
203,die Möbel,the furniture,0,False,False,False,2022-01-01
204,die Möglichkeit,the possibility,0,False,False,False,2022-01-01
205,die Moral,the morality,0,False,False,False,2022-01-01
206,die Mutter,the mother,0,False,False,False,2022-01-01
207,die Oma,the grandma,0,False,False,False,2022-01-01
208,die Pflanze,the plant,0,False,False,False,2022-01-01
209,die Philosophie,the philosophy,0,False,False,False,2022-01-01
210,die Qualifikation,the qualification,0,False,False,False,2022-01-01
211,die Reise,the travel,0,False,False,False,2022-01-01
212,die Rose,the rose,0,False,False,False,2022-01-01
213,die rote Karte,the red card,0,False,False,False,2022-01-01
214,die Sauce,the sauce,0,False,False,False,2022-01-01
215,die Schokolade,the chocolate,0,False,False,False,2022-01-01
216,die Schwester,the sister,0,False,False,False,2022-01-01
217,die Seife,the soap,0,False,False,False,2022-01-01
218,die SMS,the SMS,0,False,False,False,2022-01-01
219,die Socke,the sock,0,False,False,False,2022-01-01
220,die Spezialität,the specialty,0,False,False,False,2022-01-01
221,die Spinne,the spider,0,False,False,False,2022-01-01
222,die Sprache,the language,0,False,False,False,2022-01-01
223,die Stadt,the city,0,False,False,False,2022-01-01
224,die Stimme,the voice,0,False,False,False,2022-01-01
225,die Strumpfhose,the hoose,0,False,False,False,2022-01-01
226,die Suppe,the soup,0,False,False,False,2022-01-01
227,die Terrasse,the terrace,0,False,False,False,2022-01-01
228,die Theorie,the theory,0,False,False,False,2022-01-01
229,die Tochter,the daughter,0,False,False,False,2022-01-01
230,die Tomate,the tomato,0,False,False,False,2022-01-01
231,die Tradition,the tradition,0,False,False,False,2022-01-01
232,die Tür,the door,0,False,False,False,2022-01-01
233,die Wohnung,the flat,0,False,False,False,2022-01-01
234,die Zahl,the number,0,False,False,False,2022-01-01
235,die Zeit,the time,0,False,False,False,2022-01-01
236,die Zeitung,the newspaper,0,False,False,False,2022-01-01
237,Dienstag,Tuesday,0,False,False,False,2022-01-01
238,diskutieren,to discuss,0,False,False,False,2022-01-01
239,Donnerstag,Thursday,0,False,False,False,2022-01-01
240,durst,thirsty,0,False,False,False,2022-01-01
241,einmal,once,0,False,False,False,2022-01-01
242,Englisch,English,0,False,False,False,2022-01-01
243,entschuldigung,excuse-me,0,False,False,False,2022-01-01
244,erste,first,0,False,False,False,2022-01-01
245,es tut mir leid,I'm sorry,0,False,False,False,2022-01-01
246,essen,to eat,0,False,False,False,2022-01-01
247,falsch,wrong,0,False,False,False,2022-01-01
248,fantastisch,fantastic,0,False,False,False,2022-01-01
249,Februar,February,0,False,False,False,2022-01-01
250,fertig,ready,0,False,False,False,2022-01-01
251,fotografieren,to photograph,0,False,False,False,2022-01-01
252,frei,free,0,False,False,False,2022-01-01
253,Freitag,Friday,0,False,False,False,2022-01-01
254,fressen,to eat (animal),0,False,False,False,2022-01-01
255,frisch,fresh,0,False,False,False,2022-01-01
256,fühlen,to feel,0,False,False,False,2022-01-01
257,ganz,whole,0,False,False,False,2022-01-01
258,geben,to give,0,False,False,False,2022-01-01
259,gehen,to go,0,False,False,False,2022-01-01
260,gelb,yellow,0,False,False,False,2022-01-01
261,genau,I agree,0,False,False,False,2022-01-01
262,gerade,just,0,False,False,False,2022-01-01
263,geschieden,divorced,0,False,False,False,2022-01-01
264,gesund,healthy,0,False,False,False,2022-01-01
265,glauben,to believe,0,False,False,False,2022-01-01
266,golden,golden,0,False,False,False,2022-01-01
267,grau,grey,0,False,False,False,2022-01-01
268,gross,big,0,False,False,False,2022-01-01
269,gut,good,0,False,False,False,2022-01-01
270,Gute Nacht,good night,0,False,False,False,2022-01-01
271,Guten Abend,good evening,0,False,False,False,2022-01-01
272,Guten Morgen,good morning,0,False,False,False,2022-01-01
273,Guten Tag,good day,0,False,False,False,2022-01-01
274,haben,to have,0,False,False,False,2022-01-01
275,hässlich,ugly,0,False,False,False,2022-01-01
276,heissen,to be named,0,False,False,False,2022-01-01
277,heute,today,0,False,False,False,2022-01-01
278,Himmel,Heaven,0,False,False,False,2022-01-01
279,hinzufügen,to add,0,False,False,False,2022-01-01
280,hoch,up,0,False,False,False,2022-01-01
281,hören,to listen,0,False,False,False,2022-01-01
282,hunger,hungry,0,False,False,False,2022-01-01
283,interessant,interesting,0,False,False,False,2022-01-01
284,jemand,someone,0,False,False,False,2022-01-01
285,jetzt,now,0,False,False,False,2022-01-01
286,Juni,June,0,False,False,False,2022-01-01
287,kalt,cold,0,False,False,False,2022-01-01
288,kennen,to know,0,False,False,False,2022-01-01
289,klar,clear,0,False,False,False,2022-01-01
290,klein,little,0,False,False,False,2022-01-01
291,knipsen,to push,0,False,False,False,2022-01-01
292,kommen,to come,0,False,False,False,2022-01-01
293,kurz,short,0,False,False,False,2022-01-01
294,lang,long,0,False,False,False,2022-01-01
295,langsam,slow,0,False,False,False,2022-01-01
296,laufen,to run,0,False,False,False,2022-01-01
297,lecker,delicious,0,False,False,False,2022-01-01
298,ledig,single,0,False,False,False,2022-01-01
299,leer,empty,0,False,False,False,2022-01-01
300,leicht,light,0,False,False,False,2022-01-01
301,leider,unfortunately,0,False,False,False,2022-01-01
302,lernen,to learn,0,False,False,False,2022-01-01
303,lesen,to read,0,False,False,False,2022-01-01
304,letzte,last,0,False,False,False,2022-01-01
305,mag,like,0,False,False,False,2022-01-01
306,mehrere,several,0,False,False,False,2022-01-01
307,Mittwoch,Wednesday,0,False,False,False,2022-01-01
308,Montag,Monday,0,False,False,False,2022-01-01
309,müde,tired,0,False,False,False,2022-01-01
310,nein,no,0,False,False,False,2022-01-01
311,neu,new,0,False,False,False,2022-01-01
312,normal,normal,0,False,False,False,2022-01-01
313,orange,orange,0,False,False,False,2022-01-01
314,perfekt,perfect,0,False,False,False,2022-01-01
315,pikant,spicy,0,False,False,False,2022-01-01
316,prima,fine,0,False,False,False,2022-01-01
317,rennen,to sprint,0,False,False,False,2022-01-01
318,reservieren,to reserve,0,False,False,False,2022-01-01
319,richtig,correct,0,False,False,False,2022-01-01
320,rosa,pink,0,False,False,False,2022-01-01
321,rot,red,0,False,False,False,2022-01-01
322,rund,round,0,False,False,False,2022-01-01
323,sagen,to say,0,False,False,False,2022-01-01
324,sauber,clean,0,False,False,False,2022-01-01
325,sauer,sour,0,False,False,False,2022-01-01
326,schlafen,to sleep,0,False,False,False,2022-01-01
327,schnell,fast,0,False,False,False,2022-01-01
328,schon,already,0,False,False,False,2022-01-01
329,schwarz,black,0,False,False,False,2022-01-01
330,schwimmen,to swim,0,False,False,False,2022-01-01
331,schwul,gay lovers,0,False,False,False,2022-01-01
332,sehen,to see,0,False,False,False,2022-01-01
333,sein,to be,0,False,False,False,2022-01-01
334,September,September,0,False,False,False,2022-01-01
335,sichtbar,visible,0,False,False,False,2022-01-01
336,Sonntag,Sunday,0,False,False,False,2022-01-01
337,sortieren,to sort,0,False,False,False,2022-01-01
338,spass,fun,0,False,False,False,2022-01-01
339,spät,late,0,False,False,False,2022-01-01
340,spenden,to donate,0,False,False,False,2022-01-01
341,spielen,to play,0,False,False,False,2022-01-01
342,sprechen,to speak,0,False,False,False,2022-01-01
343,stark,strong,0,False,False,False,2022-01-01
344,stehen,to stand up,0,False,False,False,2022-01-01
345,stimmen,to vote,0,False,False,False,2022-01-01
346,stoppen,to stop,0,False,False,False,2022-01-01
347,studieren,to study,0,False,False,False,2022-01-01
348,süss,sweet,0,False,False,False,2022-01-01
349,tanzen,to dance,0,False,False,False,2022-01-01
350,tausend,thousand,0,False,False,False,2022-01-01
351,telefonieren,to telephone,0,False,False,False,2022-01-01
352,teuer,expensive,0,False,False,False,2022-01-01
353,toll,formidable,0,False,False,False,2022-01-01
354,tragen,to wear,0,False,False,False,2022-01-01
355,traurig,sad,0,False,False,False,2022-01-01
356,treffen,to meet,0,False,False,False,2022-01-01
357,trinken,to drink,0,False,False,False,2022-01-01
358,tschüss,bye,0,False,False,False,2022-01-01
359,überall,everywhere,0,False,False,False,2022-01-01
360,umkämpfen,to beat,0,False,False,False,2022-01-01
361,und,and,0,False,False,False,2022-01-01
362,vegetarier,vegetarian,0,False,False,False,2022-01-01
363,verheiratet,married,0,False,False,False,2022-01-01
364,verstehen,to understand,0,False,False,False,2022-01-01
365,vielleicht,maybe,0,False,False,False,2022-01-01
366,voll,full,0,False,False,False,2022-01-01
367,vor,before,0,False,False,False,2022-01-01
368,vorgestern,the day before yesterday,0,False,False,False,2022-01-01
369,warm,warm,0,False,False,False,2022-01-01
370,warum,why,0,False,False,False,2022-01-01
371,Was machst du beruflich?,What is your work?,0,False,False,False,2022-01-01
372,waschen,to wash,0,False,False,False,2022-01-01
373,weil,because,0,False,False,False,2022-01-01
374,weiss,white,0,False,False,False,2022-01-01
375,welche,which,0,False,False,False,2022-01-01
376,wichtig,important,0,False,False,False,2022-01-01
377,wie geht es dir?,how are you?,0,False,False,False,2022-01-01
378,wild,wild,0,False,False,False,2022-01-01
379,wilkommen,welcome,0,False,False,False,2022-01-01
380,wirklich,really,0,False,False,False,2022-01-01
381,wo,where,0,False,False,False,2022-01-01
382,zeigen,to show,0,False,False,False,2022-01-01
383,zusammen,together,0,False,False,False,2022-01-01
384,zweite,second,0,False,False,False,2022-01-01
