id_vocab,german,english
165,gut,good
166,die Immobilie,the property
167,die Adresse,the address
168,die Idee,the idea
169,der Computer,the computer
170,interessant,interesting
171,machen,to make
172,das Kursbuch,the course book
173,die Limonade,the lemonade
174,die Mengenangabe,the amount
175,was,what
176,nur,only
177,erklären,to explain
178,gleich,the same
179,die Nebenkosten,the additional costs
180,das Milchprodukt,the dairy product
181,der Schwiegervater,the step-father
182,der Obstsalat,the fruit salad
183,der Spaß,the fun
184,der Fußball,the football
185,vorgestern,the day before yesterday
186,zu Fuß,on foot
187,essen,to eat
188,der Garten,the garden
189,alt,old
190,die Grammatik,the grammar
191,die Pause,the break
192,die Schokolade,the chocolate
193,endlich,finally
194,dunkel,dark
195,lecker,delicious
196,die Sprachschule,the language school
197,und,and
198,das Brötchen,the bread roll
199,der Liter,the litre
200,das Elektrogerät,the electronic device
201,die Waschmaschine,the washing machine
202,schnell,fast
203,pro,per
204,die Wohnung,the flat
205,der Besichtigungstermin,the appointment
206,die Pflanze,the plant
207,hell,light
208,neu,new
209,der Bruder,the brother
210,das Fleisch,the meat
211,der Keks,the biscuit
212,nach,after
213,die Aussage,the statement
214,der Samstag,Saturday
215,die Schwester,the sister
216,besser,better
217,die Toilette,the toilet
218,maximal,maximal
219,hässlich,ugly
220,wunderschön,very beautiful
221,putzen,to clean
222,spülen,to rinse
223,die Zeitung,the newspaper
224,planen,to plan
225,liegen,to lie
226,der Monat,the month
227,das Bad,the bath
228,das Gerät,the appliance
229,weiter,further
230,die Mittagspause,the lunchtime
231,meistens,mostly
232,das Wort,the word
233,über,about
234,geschieden,divorced
235,das Bild,the image
236,bis,until
237,der Tipp,the tip
238,der Kaffee,the coffee
239,frei,free
240,der Schlüssel,the key
241,hier,here
242,einige,a few
243,sich,oneself
244,die Wohnungssuche,the search for housing
245,der Tee,the tea
246,zeigen,to show
247,der Vater,the father
248,der Stuhl,the chair
249,toll,great
250,vergleichen,to compare
251,die Lampe,the lamp
252,das Ei,the egg
253,buchstabieren,to spell
254,die Kaution,the deposit
255,modern,modern
256,der Kugelschreiber,the ball
257,trinken,to drink
258,antworten,to answer
259,manchmal,sometimes
260,schreiben,to write
261,die Seite,the page
262,der Papierkorb,the waste paper bin
263,heute,today
264,der Pilz,the mushroom
265,draußen,outside
266,der Text,the text
267,der Altbau,the old building
268,die Musik,the music
269,der Apfelsaft,the apple juice
270,das Glas,the glass
271,die Eltern,the parents
272,die Erbse,the pea
273,super,super
274,der Schrank,the cupboard
275,in,in
276,kochen,to cook
277,die Traube,the grape
278,das Familienfoto,the family photo
279,der Einkaufszettel,the shopping list
280,das WC,the WC
281,haben,to have
282,kosten,to cost
283,mein,my
284,der Dienstag,Tuesday
285,man,one
286,lesen,to read
287,sonst,otherwise
288,der Familienname,the surname
289,liebsten,favourite
290,der Markt,the market
291,die Birne,the pear
292,beide,both
293,der Zettel,the note
294,der Gast,the guest
295,das Papier,the paper
296,der Fernseher,the television
297,immer,always
298,der Nachname,the last name
299,der Keller,the celler
300,der Ort,the place
301,das Sofa,the sofa
302,erst,first
303,mit,with
304,der Abend,the evening
305,der Kurs,the course
306,die Miete,the rent
307,zahlen,to count
308,so,so
309,spät,late
310,die Orange,the orange
311,mehr,more
312,frisch,fresh
313,der Kindergarten,the nursery
314,der Unterricht,the lesson
315,verstehen,to understand
316,die Tomate,the tomato
317,die E-mail,the email
318,unterstreichen,to emphasize
319,Herr,Mr
320,das Haus,the house
321,ledig,single
322,die Flasche,the bottle
323,die Mango,the mango
324,zu,to
325,die Frage,the question
326,finden,to find
327,die Angabe,the detail
328,der Nachmittag,the afternoon
329,brauchen,to need
330,die Marmelade,the jam
331,welche,which
332,wer,who
333,der Zucker,the sugar
334,kalt,cold
335,lassen,to leave
336,knifflig,tricky
337,waschen,to wash
338,der Quadratmeter,the squaremetre
339,nie,never
340,wünschen,to wish
341,supergut,very good
342,das Jahr,the year
343,die Küche,the kitchen
344,die Badewanne,the bathtub
345,die Kirsche,the cherry
346,das Badezimmer,the bathroom
347,der Kühlschrank,the fridge
348,halb,half past
349,der Pudding,the pudding
350,der Käse,the cheese
351,nett,nice
352,der Spitzer,the pencil sharpener
353,die Diele,the hallway
354,die Familie,the family
355,wie,how
356,die Person,the person
357,können,to be able to
358,wo,where
359,nein,no
360,etwas,something
361,fernsehen,to watch television
362,hinten,behind
363,das Brot,the bread
364,grillen,to grill
365,viel,many
366,die Tasse,the cup
367,das Lammfleisch,the lamb meat
368,früh,early
369,ein,a
370,wegziehen,to move away
371,das Buch,the book
372,die Garage,the garage
373,dringend,urgent
374,ordnen,to order
375,das Spiel,the game
376,er,he
377,der Mittag,the midday
378,ersetzen,to replace
379,zeichnen,to draw
380,der Bauernhof,the farm
381,das Obergeschoss,the upper floor
382,das Reihenhaus,the terraced house
383,schmal,narrow
384,telefonieren,to telephone
385,nachts,at night
386,das Computerspiel,the computer game
387,vormittags,in the morning
388,natürlich,of course
389,die Paprika,the pepper
390,die Schwägerin,the sister-in-law
391,die Arbeit,the work
392,der Wein,the wine
393,die Monatsmiete,the monthly rent
394,oft,often
395,schade,shame
396,die Geschwister,the siblings
397,die Hausnummer,the house number
398,die Firma,the company
399,ihr,her
400,der Reis,the rice
401,das Haustier,the pet
402,der Sohn,the son
403,die Hilfe,the help
404,die Kiwi,the kiwi
405,der Film,the film
406,der Cent,the cent
407,die Erdbeere,the strawberry
408,fertig,finished
409,anmelden,to register
410,die Schule,the school
411,die Schwiegertochter,the step-daughter
412,anrufen,to call
413,der Kontakt,the contact
414,das Erdgeschoss,the ground floor
415,der Name,the name
416,teuer,expensive
417,der Gruß,the greeting
418,die Himbeere,the raspberry
419,ohne,without
420,das Arbeitszimmer,the workroom
421,der Honig,the honey
422,der Radiergummi,the eraser
423,sie,they
424,der Verkäufer,the salesperson
425,die Sprache,the language
426,das Olivenöl,the olive oil
427,das Hochhaus,the high
428,die Landkarte,the map
429,grün,green
430,die Entschuldigung,the apology
431,verheiratet,married
432,das Beispiel,the example
433,der Sessel,the armchair
434,bekommen,to receive
435,die Banane,the banana
436,ruhig,peaceful
437,wann,when
438,das Bistro,the bistro
439,die Pizza,the pizza
440,morgen,tomorrow
441,das Bier,the beer
442,die Sache,the thing
443,die Blaubeere,the blueberry
444,liebe,dear
445,die Hausaufgabe,the homework
446,aber,but
447,dazu,in addition
448,genau,exactly
449,gehen,to go
450,circa,around
451,das Sonderangebot,the special offer
452,die Aufgabe,the task
453,der Flur,the corridor
454,das Angebot,the offer
455,bei,at
456,die Zwiebel,the onion
457,das Land,the country
458,noch,also
459,wichtig,important
460,der Kleiderschrank,the wardrobe
461,tun,to do
462,das Einfamilienhaus,the detached hosue
463,auf,on
464,der Partner,the partner
465,suchen,to look for
466,die Zitrone,the lemon
467,kommen,to come from
468,der Plan,the plan
469,woher,where … from
470,die Tafel,the blackboard
471,das Salz,the salt
472,das Regal,the shelves
473,das Heimatland,the home country
474,der Bleistift,the pencil
475,unbedingt,definitely
476,der Kunde,the customer
477,diese,this
478,direkt,direct
479,der Kursraum,the classroom
480,die Wohnungsanzeige,the flat advertisement
481,der Montag,Monday
482,nehmen,to take
483,denn,because
484,hallo,hello
485,die Anzeige,the advert
486,der Preis,the price
487,das Wasser,the water
488,das Stück,the piece
489,das Blatt,the sheet
490,benutzen,to use
491,die Größe,the size
492,helfen,to help
493,wissen,to know
494,der Mittwoch,Wednesday
495,die Tochter,the daughter
496,die Spülmaschine,the dishwasher
497,nachmittags,in the afternoons
498,arbeiten,to work
499,das Kinderzimmer,the child's room
500,falsch,wrong
501,die Anmeldung,the registration
502,gemeinsam,together
503,wir,we
504,hören,to hear
505,billig,cheap
506,der Wohnort,the place of residence
507,spazieren,to walk
508,einmal,once again
509,das Mehl,the flour
510,schauen,to look
511,gern,very much
512,die Handynummer,the mobile number
513,der Apfel,the apple
514,morgens,in the mornings
515,der Tag,the day
516,einkaufen,to shop
517,müssen,to have to
518,sehr,very
519,das Übungsbuch,the exercise book
520,gemütlich,comfortable
521,willkommen,to welcome
522,lang,long
523,das Problem,the problem
524,die Übung,the exercise
525,sitzen,to sit
526,die Sahne,the cream
527,geöffnet,open
528,mittags,at midday
529,der Raum,the room
530,die Zeit,the time
531,die Zahl,the number
532,es,it
533,also,well
534,du,you
535,das Viertel,the quarter to
536,gefallen,to please
537,bestimmt,certainly
538,der Kassenbon,the receipt
539,die Ruhe,the quiet
540,unglücklich,unhappy
541,vorne,at the front
542,die Reise,the journey
543,kreativ,people
544,geradeaus,straight ahead
545,die Ankunftszeit,the arrival time
546,beige,beige
547,rechnen,to calculate
548,denken,to think
549,das Ostern,the Easter
550,fahren,to travel
551,die Grippe,the flu
552,das Schwimmbad,the swimming pool
553,die Sprechstunde,the consultation hours
554,extra,extra
555,das Kleid,the dress
556,die Ampel,the traffic lights
557,zwischen,between
558,wählen,to choose
559,anziehen,to dress
560,die Gesundheitskarte,the health insurance card
561,tanzen,to dance
562,eben,even
563,der Husten,the cough
564,der Mantel,the coat
565,der Hase,the rabbit
566,typisch,typical
567,die Unterschrift,the signature
568,servieren,to serve
569,die Bauchschmerzen,the stomach ache
570,die Orientierung,the orientation
571,Juli,July
572,die Kreuzung,the crossroads
573,das Kino,the cinema
574,die Jeans,the jeans
575,der Reporter,the reporter
576,die Praxis,the practice
577,der Nacken,the neck
578,dreimal,three times
579,vorbei,past
580,der Frühling,the spring
581,das Hobby,the hobby
582,der Krankenpfleger,the nurse
583,die Inselrundfahrt,the island tour
584,der Kopf,the head
585,wiederkommen,to come again
586,das Gebäude,the building
587,der März,the march
588,fangen,to catch
589,halten,to stop
590,vergessen,to forget
591,der Besuch,the visit
592,der Nachbar,the neighbour
593,die Lösung,the solution
594,gegenüber,opposite
595,verdienen,to earn
596,die Kirche,the church
597,außerplanmäßig,unscheduled
598,das Bürgerbüro,the local city office
599,die Deutschlandkarte,the map of Germany
600,das Altenpflegeheim,the old people's home
601,das Motorrad,the motorcycle
602,die Gitarre,the guitar
603,online,online
604,die Himmelsrichtung,the compass point
605,das Westdeutschland,the West Germany
606,die Tageskarte,the day ticket
607,der Einkaufsbummel,the shopping spree
608,der Führerschein,the driver's license
609,der Moment,the moment
610,selten,rarely
611,der Arzt,the doctor
612,ausfüllen,to fill out
613,die Position,the police station
614,positiv,positive
615,die Praktikumsbetreuerin,the internship supervisor
616,das Ohr,the ear
617,das Gleis,the platform
618,der Mund,the mouth
619,der Tourist,the tourist
620,der Sekt,the sparking wine
621,der Körper,the body
622,freundlich,friendly
623,stundenlang,for hours
624,November,November
625,voll,full
626,der Urlaub,the holiday
627,wechseln,to change
628,der Glückstag,the lucky day
629,sowieso,anyway
630,der Stadtplan,the city map
631,besten,best
632,meisten,most
633,die Bushaltestelle,the bus stop
634,der Luftballon,the air balloon
635,grau,grey
636,krank,ill
637,das Kaufhaus,the department store
638,das Fieber,the fever
639,der Erwachsene,the adult
640,die Natur,the nature
641,das Kraftfahrzeug,the motor vehicle
642,der Automechaniker,the car mechanic
643,kaputt,broken
644,packen,to pack
645,fallen,to fall
646,die Haltestelle,the stop
647,das Fest,the party
648,die Krankenkasse,the health insurance
649,die Stirn,the forehead
650,der Geburtstag,the birthday
651,der Nachtdienst,the night shift
652,das Weihnachten,the Christmas
653,regelmäßig,regularly
654,blau,blue
655,überall,everywhere
656,das Computersystem,the computer system
657,die Bluse,the blouse
658,der Taxifahrer,the taxi driver
659,fühlen,to feel
660,die Notfallsprechstunde,the emergency consultation
661,die Bank,the bank
662,der Seehund,the seal
663,der Hauptbahnhof,the main train station
664,der Feierabend,the finishing time
665,der Strand,the beach
666,erkälten,to get a cold
667,die Suppe,the soup
668,der Informationsschalter,the information desk
669,atmen,to breathe
670,trocken,dry
671,der Jogginganzug,the tracksuit
672,die Minute,the minute
673,das Geschenk,the present
674,der Wetterbericht,the weather report
675,freuen,to be happy
676,der Norden,the north
677,das Medikament,the medicine
678,der Weg,the path
679,der Briefteil,the part of letter
680,der Parkplatz,the car park
681,später,later
682,die Pflege,the care
683,langweilig,boring
684,wollen,to want
685,gucken,to watch
686,die Mobilität,the mobility
687,die Einladung,the invitation
688,die Leute,the people
689,eng,tight
690,verstanden,understood
691,studieren,to study
692,letzte,last
693,die Untersuchung,the examination
694,probieren,to try
695,nächster,next
696,die Hose,the trousers
697,bald,soon
698,unterrichten,to teach
699,das Eis,the ice cream
700,der Osten,the east
701,der Weihnachtsmann,the Santa claus
702,das Studium,the course of study
703,beruflich,professionally
704,der Sommer,the summer
705,das Osterei,the easter egg
706,die Krankheit,the illness
707,die Fahrkarte,the travel ticket
708,die Tablette,the tablet
709,das Ferienhaus,the holiday home
710,die Weihnachtsfeier,the Christmas party
711,der Arm,the arm
712,der Osterhase,the easter bunny
713,froh,glad
714,halbtags,halfdays
715,das Hemd,the shirt
716,der Intercity,the intercity
717,der Bürokaufmann,the office administrator
718,ihm,him
719,das Café,the café
720,die Kasse,the cash register
721,der Westen,the west
722,der Prospekt,the prospect
723,der Beruf,the career
724,die Salbe,the ointment
725,der Koch,the chef
726,der Wechsel,the change
727,der Traumberuf,the dream job
728,die Ordnung,the order
729,das Konzert,the concert
730,die Mode,the fashion
731,schwanger,pregnant
732,der Schnupfen,the to sniff
733,installieren,to install
734,der Schal,the scarf
735,der Finger,the finger
736,der Schatz,the treasure
737,heiß,hot
738,der Februar,February
739,die Linie,the line
740,wohin,where to
741,geboren sein,to be born
742,das Telefon,the telephone
743,das Krankenhaus,the hospital
744,schlecht,bad
745,vielleicht,maybe
746,der Herbst,the autumn
747,der Hausarzt,the GP
748,mitbringen,to bring with
749,das Restaurant,the restaurant
750,Dank,Thanks
751,das Gesicht,the face
752,der Bescheid,the notice
753,die Straßenbahn,the tram
754,das Wetter,the weather
755,der Park,the park
756,der Ellbogen,the elbow
757,reden,to talk
758,der Roman,the novel
759,links,left
760,das Datum,the date
761,der Winter,the winter
762,Mai,May
763,früher,earlier
764,der Wochenmarkt,the weekly market
765,die Hand,the hand
766,das Verkehrsmittel,the means of transport
767,umtauschen,to exchange
768,die Schulter,the shoulder
769,die Oma,the Grandma
770,der Wintermantel,the winter coat
771,die Ausbildung,the education
772,feiern,to celebrate
773,das Wiederhören,the
774,klingeln,to ring
775,die Mama,the mum
776,der Verband,the association
777,der Rentner,the pensioner
778,der Arbeitstag,the work day
779,Januar,January
780,fotografieren,to photograph
781,der Schuh,the shoe
782,der Orthopäde,the orthopaedist
783,warten,to wait
784,praktisch,practical
785,Hustensaft,cough syrup
786,die Vorsorge,the provision
787,lila,purple
788,verzögern,to hesitate
789,die Insel,the island
790,die Apotheke,the pharmacy
791,der Chef,the boss
792,wieder,again
793,lieben,to love
794,die Gartenparty,the garden party
795,der Fußballspieler,the football player
796,regnen,to rain
797,aufregen,to get excited
798,das Fahrrad,the bicycle
799,das Paar,the pair
800,die Socke,the sock
801,der Fahrgast,the passenger
802,rund,round
803,der Bauch,the stomach
804,das Auto,the car
805,das Jobcenter,the job centre
806,prüfen,to check
807,der Flughafen,the airport
808,die Praxisgemeinschaft,the joint practice
809,nachfragen,to ask about
810,das Radio,the radio
811,bezahlen,to pay
812,scheinen,to shine
813,der Student,the student
814,der Tropfen,the drops
815,bauen,to build
816,einladen,to invite
817,das Oktoberfest,the Octoberfest
818,pünktlich,on time
819,die Kauffrau,the business woman
820,bringen,to bring
821,der Zug,the train
822,die Nase,the nose
823,fast,nearly
824,der Techniker,the technician
825,gültig,valid
826,das Weihnachtsgeschenk,the Christmas present
827,der Patient,the patient
828,rechts,right
829,schneien,to snow
830,der Schmerz,the pain
831,stressig,stressful
832,bilden,to form
833,die Braut,the bride
834,das Modell,the model
835,dritte,third
836,dürfen,to be allowed to
837,nebelig,foggy
838,backen,to bake
839,die Erkältung,the cold
840,das Hotel,the hotel
841,Dezember,December
842,raten,to advise
843,der Dienst,the service
844,reparieren,to repair
845,heiraten,to marry
846,der Hals,the throat
847,nass,wet
848,Oktober,October
849,die Strickjacke,the cardigan
850,rot,red
851,die Krankmeldung,the sick note
852,lustig,funny
853,zweimal,twice
854,der Schienenersatzverkehr,the replacement bus service
855,der Rock,the skirt
856,die Bewegung,the movement
857,die Polizei,the police
858,der Strumpf,the stocking
859,der Brief,the letter
860,das Meer,the ocean
861,die Hochzeit,the wedding
862,dauern,to last
863,der Körperteil,the body part
864,zurück,return
865,blöd,stupid
866,das Halsweh,the sore throat
867,per,by
868,korrigieren,to correct
869,die Feier,the celebration
870,dafür,for that
871,passen,to fit
872,zweite,second
873,der Anzug,the suit
874,die Hochzeitsfeier,the wedding party
875,berichten,to report
876,die Regionalbahn,the regional train
877,die Sprechstundenhilfe,the receptionist
878,unter,under
879,hageln,hail
880,die Besserung,the recovery
881,der Sportschuh,the trainer
882,der Weihnachtsbaum,the Christmas tree
883,schwarz,black
884,das Kleidungsstück,the item of clothing
885,der Papa,the dad
886,die Geburtstagstorte,the birthday cake
887,der Empfänger,the recipient
888,die Kleidung,the clothing
889,der Baum,the tree
890,der Kellner,the waiter
891,sein,his
892,der Rücken,the back
893,der Bahnhof,the train station
894,der Mechaniker,the mechanic
895,glauben,to believe
896,die Achtung,the caution
897,die Farbe,the colour
898,der Pullover,the jumper
899,der Schüler,the schoolchild
900,das Pflaster,the plaster
901,einverstanden,agreed
902,die Reparatur,the repair
903,geben,to give
904,gerade,at the moment
905,der Mond,the moon
906,süß,sweet
907,das Entschuldigungsschreiben,the letter of apology
908,das Knie,the knee
909,sicher,secure
910,der Schnee,the snow
911,die Postkarte,the postcard
912,die Mathematik,the mathematics
913,das Tennis,the tennis
914,der Meter,the metre
915,die Universität,the university
916,die Kopfschmerzen,the headache
917,das Auge,the eye
918,uns,us
919,günstig,good value
920,die Kantine,the cantine
921,das Computerprogramm,the computer programme
922,das Wartezimmer,the waiting room
923,der Koffer,the suitcase
924,steigen,to climb
925,die Einzelfahrkarte,the single ticket
926,der Ski,the ski
927,September,September
928,das Taxi,the taxi
929,verschieden,different
930,der Zahn,the tooth
931,das Sprechzimmer,the consultation room
932,stellen,to set
933,der Stadtwald,the city forest
934,das Rezept,the recipe
935,gegenseitig,mutual
936,die Parkgebühr,the parking fee
937,glücklich,happy
938,organisieren,to organise
939,die Gruppe,the group
940,das Bein,the leg
941,der Kassierer,the cashier
942,der Bus,the bus
943,warm,warm
944,die Post,the post office
945,minus,minus
946,besuchen,to visit
947,schenken,to gift
948,zurzeit,currently
949,die Hausfrau,the housewife
950,der Hausmann,the househusband
951,die Klamotten,the clothes
952,das Schiff,the ship
953,räumen,to clear
954,der Ingenieur,the engineer
955,August,August
956,der Fahrer,the driver
957,das Praktikum,the internship
958,die Brust,the chest
959,die Werkstatt,the workshop
960,der Bäcker,the baker
961,die Volkshochschule,the adult education centre
962,der Metzger,the butcher
963,der Hund,the dog
964,bewölkt,cloudy
965,überhaupt,at all
966,der Kollege,the colleague
967,die Mütze,the hat
968,der Pizzafahrer,the pizza driver
969,der Handschuh,the glove
970,die Spezialität,the speciality
971,tragen,to wear
972,die Bibliothek,the library
973,unregelmäßig,infrequent
974,wehtun,to hurt
975,der Schneemann,the snowman
976,das Mittagessen,the lunch
977,furchtbar,terrible
978,der Zeh,the toe
979,die Kurzstrecke,the short
980,flexibel,flexible
981,der Musiklehrer,the music teacher
982,anbei,attached
983,die Blume,the flower
984,der Schokoladenkuchen,the chocolate cake
985,das T-shirt,the T-shirt
986,öffentlich,public
987,der Süden,the south
988,die Anrede,the speech
989,gelb,yellow
990,bleiben,to stay
991,April,April
992,der Betreff,the subject line
993,einfach,easy
994,treffen,to meet
995,die Jahreszeit,the season
996,der Teller,the plate
997,das Haar,the hair
998,stark,strong
999,die Ärztin,the female doctor
1000,die Verfügung,the availability
1001,sonnig,sunny
1002,aufwachsen,to grow up
1003,der Unglückstag,the unlucky day
1004,samstags,on saturdays
1005,der Grad,the degrees
1006,der Stress,the stress
1007,rauchen,to smoke
1008,der Kalender,the calendar
1009,das Rathaus,the city hall
1010,schicken,to send
1011,nichts,nothing
1012,braun,brown
1013,die Jacke,the jacket
1014,die Pizzeria,the pizzeria
1015,das Standesamt,the registry office
1016,die Ansage,the announcement
1017,die Gesundheit,the health
1018,genauso,equally
1019,ausziehen,to move out
1020,der Ansprechpartner,the contact person
1021,drucken,to print
1022,die Mitteilung,the notification
1023,die Empfehlung,the recommendation
1024,der Informatiker,the IT technician
1025,abschließen,to complete
1026,das Programm,the programme
1027,hoch,high
1028,zuzüglich,plus
1029,die Berufsausbildung,the professional training
1030,drehen,to turn
1031,gesondert,separate
1032,unternehmen,to undertake
1033,die Struktur,the structure
1034,das Thema,the topic
1035,die Verspätung,the delay
1036,der Trick,the trick
1037,planmäßig,on schedule
1038,der Kellerzugang,the cellar entrance
1039,entschuldigen,to excuse
1040,die Nachricht,the message
1041,das Lehrmaterial,the teaching material
1042,der Hausmeister,the caretaker
1043,besonders,especially
1044,Newsletter,newsletter
1045,die Radtour,the cycling tour
1046,genehmigen,to approve
1047,die Zulassungsstelle,the admission office
1048,nötig,necessary
1049,die Umwelt,the environment
1050,das Stellenangebot,the job offer
1051,der Autounfall,the car accident
1052,defekt,defective
1053,die Stellensuche,the job search
1054,entsorgen,to dispose of
1055,ähnlich,similar
1056,oben,at the top
1057,genug,enough
1058,sympathisch,kind
1059,Grundschule,primary school
1060,ob,whether
1061,die Arbeitserlaubnis,the work permit
1062,starten,to begin
1063,das Theater,the theatre
1064,der Regenschirm,the umbrella
1065,das Internet,the Internet
1066,der Ehepartner,the spouse
1067,vollständig,complete
1068,die Strafe,the penalty
1069,der Lebenslauf,the CV
1070,die Veranstaltung,the event
1071,zuverlässig,reliable
1072,ordnungsgerecht,properly
1073,das Reiseziel,the travel destination
1074,das Material,the material
1075,das Enkelkind,the grandchild
1076,abstellen,to turn off
1077,der Mitbewohner,the roommate
1078,männlich,male
1079,der Mitarbeiter,the employee
1080,löschen,to delete
1081,kündigen,to terminate
1082,der Antrag,the application
1083,die Wirtschaft,the economy
1084,aufschließen,to unlock
1085,das Semester,the term
1086,der Kinderwagen,the baby buggy
1087,die Abmeldung,the deregistration
1088,das Training,the training
1089,sorgen,to care
1090,losfahren,to drive away
1091,die Wohngemeinschaft,the flat share
1092,die Kommode,the dresser
1093,verlieben,to fall in love
1094,umschreiben,to re-write
1095,der Enkel,the grandson
1096,das Ausländeramt,the immigration office
1097,der Ausweis,the ID
1098,die Option,the option
1099,die Beschwerde,the complaint
1100,der Test,the test
1101,der Restaurantfachmann,the restaurant specialist
1102,die Unterlagen,the documents
1103,die Hinfahrt,the journey there
1104,nah,close
1105,flirten,to flirt
1106,der Automat,the vending machine
1107,die Rückfahrt,the return journey
1108,die Büroorganisation,the office administration
1109,unterschreiben,to sign
1110,der Bäckereifachverkäufer,the baker's assistant
1111,der Angehörige,the relative
1112,bedanken,to thank
1113,das Würstchen,the sausage
1114,das Finanzamt,the tax office
1115,einziehen,to move in
1116,der Vermieter,the landlord
1117,seit,since
1118,das Altglas,the waste glass
1119,kürzen,to shorten
1120,empfehlen,to recommend
1121,handwerklich,manual
1122,der Lebenspartner,the life partner
1123,die Strecke,the route
1124,Hof,yard
1125,spezial,special
1126,die Staatsangehörigkeit,the nationality
1127,fehlen,to miss
1128,ausfallen,to be cancelled
1129,die Temperatur,the temperature
1130,die Hausverwaltung,the property management
1131,informieren,to inform
1132,der Zugang,the entry
1133,anbieten,to offer
1134,mailen,to mail
1135,die Hausreinigung,the house cleaning
1136,die Hausordnung,the house rules
1137,das Forum,the forum
1138,die Verbindung,the connection
1139,Gassi gehen,to walk the dog
1140,zuständig,responsible
1141,miserabel,miserable
1142,die Ecke,the corner
1143,der Verbraucherzähler,the consumption meter
1144,die Überraschung,the surprise
1145,die Theorie,the theory
1146,eindecken,to inundate
1147,die Energie,the energy
1148,darum,therefore
1149,der Zähler,the meter
1150,abfahren,to depart
1151,jemand,someone
1152,verrückt,crazy
1153,ausblenden,to fade out
1154,das Symbol,the symbol
1155,die Überschrift,the heading
